accidente,hora,operador,tipo de aeronave,modelo,personas a bordo,pasajeros a bordo,tripulantes a bordo,total de fallecidos,pasajeros fallecidos,tripulantes fallecidos,afectados en tierra,sobrevivientes,militar,país
1990-08-27,01:00:00,PRIVATE - OMNIFLIGHT HELICOPTERS,Bell BHT-206-B Helicopter,023338,5,4,1,5,4,1,0,0,No militar,U.S.A.
1990-08-29,00:34:00,MILITARY - U.S. AIR FORCE,Lockheed C-5A,31,17,9,8,13,6,7,0,4,Militar,Germany
1990-09-03,15:20:00,FRONTIER FLYING SERVICE,Piper PA-31-325 Navajo,317612024,10,9,1,3,3,0,0,7,No militar,U.S.A.
1990-09-11,15:30:00,FAUCETT,Boeing B-727-247,20266/760,18,15,3,18,15,3,0,0,No militar,Canada
1990-09-12,00:00:00,NUNA AIR,Cessna 441 Conquest II,0229,8,6,2,8,6,2,0,0,No militar,Greenland
1990-09-14,01:53:00,AEROFLOT,Yakovlev YAK-42,1811379,128,122,6,4,3,1,0,124,No militar,Russia
1990-09-20,19:40:00,SUDENE,Embraer 110P1 Bandeirante,110368,12,10,2,12,10,2,0,0,No militar,Brazil
1990-09-24,07:02:00,HITECH HELICOPTERS,Cessna 501 Citation,500-0254,4,2,2,4,2,2,0,0,No militar,U.S.A.
1990-10-02,09:15:00,CHINA SOUTHERN AIRLINES / XIAMEN AIRLINES,Boeing B-737-247 / Boeing B-757-21B,24758/282 / 23189/1072,226,205,21,128,121,7,0,98,No militar,China
1990-10-03,20:08:00,EASTERN AIR LINES,McDonnell Douglas DC-9-31,45838/104,97,91,6,1,1,0,0,96,No militar,U.S.A.
1990-10-19,15:25:00,BAFIN,Douglas C-47B-40-DK,15805/33553,4,2,2,4,2,2,0,0,No militar,Bolivia
1990-10-24,01:58:00,CUBANA DE AVIACION,Yakovlev YAK-40,9631449,31,24,7,11,9,2,0,20,No militar,Cuba
1990-11-14,19:11:00,ALITALIA,McDonnell Douglas DC-9-32,47641/746,46,40,6,46,40,6,0,0,No militar,Switzerland
1990-11-18,00:00:00,SATENA,CASA 212 Aviocar 200,303,16,12,4,16,12,4,0,0,No militar,Colombia
1990-11-19,14:00:00,AEROFLOT,Mil Mi-8T,7270,15,13,2,15,13,2,0,0,No militar,Turkmenistan
1990-11-21,11:15:00,BANGKOK AIRWAYS,de Havilland Canada DHC-8-103,T210-63675,38,33,5,38,33,5,0,0,No militar,Thailand
1990-11-25,00:00:00,EITOS,Aerospatiale 330J Puma,1133,13,12,1,13,12,1,0,0,No militar,Italy
1990-12-03,13:45:00,NORTHWEST AIRLINES/ NORTHWEST AIRLINES,Boeing B-727-251 / MD Douglas DC-9-14,21157 / 45708/77,198,186,12,8,7,1,0,190,No militar,U.S.A.
1990-12-04,00:00:00,SUDANIA AIR CARGO,Boeing B-707-320F,19377/666,10,7,3,10,7,3,0,0,No militar,Kenya
1990-12-06,00:00:00,PELITA AIR SERVICE,IPTN 332C Super Puma,NSP4/2022,12,-1,-1,10,-1,-1,0,2,No militar,Indonesia
1991-01-10,18:00:00,MILITARY - VENEZUELAN NAVY,CASA 212 Aviocar 200,264,22,19,3,21,18,3,0,1,Militar,Venezuela
1991-01-30,13:00:00,MERPATI NUSANTARA AIRLINES,CASA 212 Aviocar 200,258/78N,21,18,3,1,1,0,0,20,No militar,Indonesia
1991-01-31,00:00:00,LOCKHEED AC-130H HERCULES,Military - U.S. Air Force,4341,14,0,14,14,0,14,0,0,No militar,Saudi Arabia
1991-02-01,18:07:00,USAIR / SKYWEST AIRLINES,Boeing B-737-300 / Swearingen SA-227AC,23310/1145 / AC-683,101,93,8,34,30,4,0,67,No militar,U.S.A.
1991-02-05,12:51:00,MILITARY - HELLENIC AIR FORCE,Lockheed C-130H,4724,63,59,4,63,59,4,0,0,Militar,Greece
1991-02-14,00:00:00,MILITARY - ECUADOREAN AIR FORCE,de Havilland Canada DHC-6 Twin Otter 300,832,22,19,3,22,19,3,0,0,Militar,Ecuador
1991-02-17,00:20:00,RYAN INTERNATIONAL AIRLINES,McDonnell Douglas DC-9-15RC,47240/346,2,0,2,2,0,2,0,0,No militar,U.S.A.
1991-02-20,15:24:00,LAN,British Aerospace BAE-146-200A,E-2061,72,65,7,20,20,0,0,52,No militar,Chile
1991-02-22,00:00:00,FUERZA AREA ANGOLAISE,Antonov AN-26,No Data,47,43,4,47,43,4,0,0,No militar,Angola
1991-03-03,09:44:00,UNITED AIR LINES,Boeing B-737-291,22742/875,25,20,5,25,20,5,0,0,No militar,U.S.A.
1991-03-05,16:15:00,LINEA AEROPOSTAL VENEZOLANA,McDonnell Douglas DC-9-32,47720/846,45,40,5,45,40,5,0,0,No militar,Venezuela
1991-03-16,01:43:00,DUNCAN AIRCRAFT SALES,Hawker-Siddeley DH-125-1A/522,25095,10,8,2,10,8,2,0,0,No militar,Ocean
1991-03-16,00:00:00,TRANSAFRIK,Lockheed L-100-30 Hercules,4833,9,6,3,9,6,3,0,0,No militar,Angola
1991-03-21,00:00:00,MILITARY - ROYAL SAUDI AIR FORCE,Lockheed C-130H,4754,98,92,6,98,92,6,0,0,Militar,Saudi Arabia
1991-03-21,02:15:00,MILITARY - U.S. NAVY / MILITARY -  U.S. NAVY,Lockheed P-3C / Lockheed P-3C,185-5602 /185-5615,27,-1,-1,27,-1,-1,0,0,Militar,U.S.A.
1991-03-23,11:37:00,AEROFLOT,Antonov AN-24B,27307910,63,59,4,34,30,4,0,29,No militar,Uzbekistan
1991-03-25,08:15:00,MILITARY - INDIAN AIR FORCE,Hindustan Aeronautics 748-2,551,28,25,3,28,25,3,0,0,Militar,India
1991-04-04,13:40:00,CENTRAL MOUNTAIN AIR SERVICES,Douglas C-47B-15-DK,26643,7,4,3,6,3,3,0,1,No militar,Canada
1991-04-04,12:10:00,PRIVATE,Piper Aerostar 601 / Bell 412SP,6108448162153/0151,5,4,1,5,4,1,2,0,No militar,U.S.A.
1991-04-05,14:51:00,ATLANTIC SOUTHEAST AIRLINES,Embraer 120RT- Brasilia,120-218,23,20,3,23,20,3,0,0,No militar,U.S.A.
1991-04-19,11:56:00,AIR TAHITI,Dornier Do-228-212,8196,22,19,3,11,10,1,0,11,No militar,French Polynesia
1991-05-09,02:37:00,MERPATI NUSANTARA AIRLINES,Fokker F-27 Friendship 600,10399,13,8,5,13,8,5,0,0,No militar,Indonesia
1991-05-13,13:19:00,AIR TAXI - AIR GRAND CANYON INC.,Cessna 207A,20700463,7,6,1,7,6,1,0,0,No militar,Ocean
1991-05-15,09:20:00,ADES COLOMBIA,Douglas C-47B,26775,14,11,3,13,11,2,0,1,No militar,Colombia
1991-05-23,13:06:00,AEROFLOT,Tupolev TU-154B-1,97,181,174,7,13,13,0,0,168,No militar,Ocean
1991-05-24,00:00:00,METRO CARGO,Ilyushin 76TD,0093494835,10,0,10,4,0,4,0,6,No militar,Iran
1991-05-26,23:17:00,LAUDA AIR,Boeing B-767-3Z9ER,24628/283,223,213,10,223,213,10,0,0,No militar,Thailand
1991-06-01,10:16:00,AGAPE FLIGHT INC.,GAF Nomad N24A,44,3,2,1,2,2,0,0,1,No militar,Ocean
1991-06-10,15:40:00,CARIB AIR TRANSPORT,Lockheed L-382B Hercules,3099,7,4,3,7,4,3,0,0,No militar,Angola
1991-06-20,03:45:00,AEROSUCRE COLOMBIA,Douglas DC-6BF,45132/801,18,15,3,2,2,0,0,16,No militar,Colombia
1991-06-26,00:00:00,AKF POLET,Antonov AN-24,7300304,10,4,6,10,4,6,0,0,No militar,Finland
1991-06-26,02:00:00,OKADA AIR,BAC One-Eleven 402AP,094,53,48,5,4,4,0,0,49,No militar,Nigeria
1991-07-04,09:10:00,HELICOL COLOMBIA,de Havilland Canada DHC-6 Twin Otter 300,606,3,1,2,3,1,2,0,0,No militar,Colombia
1991-07-09,00:00:00,AEROCHASQUI,CASA 212 Aviocar 200,232,15,13,2,15,13,2,0,0,No militar,Peru
1991-07-10,18:12:00,L'EXPRESS AIRLINES,Beechcraft BE-99-C99,U226,15,13,2,13,12,1,0,2,No militar,U.S.A.
1991-07-11,08:40:00,NATIONAIR (CHARTERED BY NIGERIA AIRWAYS),McDonnell Douglas DC-8 Super 61,45982/345,261,247,14,261,247,14,0,0,No militar,Saudi Arabia
1991-07-25,00:00:00,VANAIR,Britten-Norman BN-2A-6 Islander,0220,9,8,1,9,8,1,0,0,No militar,Vanuatu
1991-08-06,00:00:00,AVALKI AIR,Britten-Norman BN-2A-6 Islander,0676,10,8,2,6,5,1,0,4,No militar,Cook Islands
1991-08-14,23:53:00,TAROM,Ilyushin IL-18V,185008301,9,4,5,9,4,5,0,0,No militar,Romania
1991-08-16,01:55:00,INDIAN AIRLINES,Boeing B-737-2A8,21497,69,63,6,69,63,6,0,0,No militar,India
1991-08-20,13:15:00,TEMSCO AIRLINES,Britten-Norman BN-2A-6 Islander,2009,4,3,1,4,3,1,0,0,No militar,U.S.A.
1991-08-28,23:59:00,AIR TAXI - BOHEMIA INC.,Aerospatiale 350B1,No Data,3,2,1,3,2,1,0,0,No militar,U.S.A.
1991-09-03,00:00:00,DIRGANTARA AIR SERVICES,Britten-Norman BN-2A-21,0752,10,8,2,3,1,2,0,7,No militar,Indonesia
1991-09-04,14:10:00,AIRTECH RAJAWALDI UDARA,Shorts SC-7 Skyvan 3-100,SH-1975,20,18,2,14,12,2,0,6,No militar,Malaysia
1991-09-11,10:03:00,CONTINENTAL EXPRESS,Embraer 120RT Brasilia,120-077,14,11,3,14,11,3,0,0,No militar,U.S.A.
1991-09-16,19:21:00,AEROFLOT,Antonov AN-72,SU002,13,7,6,13,7,6,0,0,No militar,Ocean
1991-09-17,00:00:00,ETHIOPIAN AIRLINES,Lockheed L-100-30 Hercules,5029,4,0,4,4,0,4,0,0,No militar,Djibouti
1991-09-18,21:55:00,CANAIR CARGO,Convair CV-580,98,2,0,2,2,0,2,0,0,No militar,U.S.A.
1991-09-23,00:00:00,AEROFLOT,Antonov 12BP,07345407,16,9,7,1,1,0,0,15,No militar,Russia
1991-09-26,00:00:00,AEROFLOT,Antonov AN-26,AN24021,10,7,3,10,7,3,0,0,No militar,Ocean
1991-09-27,00:00:00,SOLOMON ISLANDS AIRLINES,de Havilland Canada DHC-6 Twin Otter 300,271,15,13,2,15,13,2,0,0,No militar,Solomon Islands
1991-09-29,11:50:00,CORAL COLOMBIA,Curtiss C-46A,30268,10,6,4,1,1,0,0,9,No militar,Colombia
1991-10-05,15:00:00,MILITARY - INDONESIAN AIR FORCE,Lockheed C-130H-30,4927,134,129,5,134,129,5,2,0,Militar,Indonesia
1991-10-13,00:00:00,EDELCA,Bell 214 ST,28181,12,9,3,12,9,3,0,0,No militar,Venezuela
1991-10-25,21:56:00,CORPORATE MOBILITY INC. - PRIVATE,Bell 206B helicopter,1391,3,2,1,3,2,1,0,0,No militar,U.S.A.
1991-10-25,00:00:00,BALI INTERNATIONAL AIR SERVICE,Britten-Norman BN2A-III-2 Trislander,1017,17,16,1,17,16,1,0,0,No militar,Indonesia
1991-10-30,14:30:00,MILITARY - ROYAL CANADIAN AIR FORCE,Lockheed CC-130E,4192,18,13,5,5,3,2,0,13,Militar,Canada
1991-11-01,00:00:00,MILITARY - AZERBAIJAN AIR FORCE,Mil Mi-8 (helicopter),No Data,40,-1,-1,40,-1,-1,0,0,Militar,Ocean
1991-11-07,13:42:00,AEROFLOT,Yakovlev YAK-40,9520841,51,47,4,51,47,4,0,0,No militar,Russia
1991-11-11,21:43:00,NORDESTE LINHAS AEREAS,Embraer 110P1 Bandeirante,110-314,15,12,3,15,12,3,2,0,No militar,Brazil
1991-11-16,16:24:00,AEROFLOT,Antonov AN-12V,No Data,20,14,6,20,14,6,0,0,No militar,Russia
1991-11-20,18:14:00,AIR TAXI - AIRIS HELICOPTERS INC.,Bell 206B,2580,3,2,1,3,2,1,0,0,No militar,U.S.A.
1991-11-20,00:00:00,MILITARY - SOVIET AIR FORCE,Mil Mi-8 (helicopter),No Data,23,20,3,23,20,3,0,0,Militar,Ocean
1991-11-25,15:00:00,STASA,Douglas C-47B-DK,25471,3,0,3,1,0,1,0,2,No militar,Mozambique
1991-11-26,05:02:00,TARTARSTAN AIRLINES,Antonov AN-24,17307204,41,37,4,41,37,4,0,0,No militar,Russia
1991-11-29,08:15:00,MILITARY - FORÇA AÉREA BRASILEIRA,Embraer C-95C Bandeirante,110473,16,13,3,16,13,3,0,0,Militar,Brazil
1991-12-22,11:37:00,CLASSIC WINGS,Douglas DC-3A,7353,30,27,3,27,24,3,0,3,No militar,Germany
1991-12-27,08:51:00,SCANDINAVIAN AIRLINES (SAS),Mc Donnell Douglas MD-81,53003/1844,129,123,6,0,0,0,0,129,No militar,Sweden
1991-12-29,15:05:00,CHINA AIRLINES (TAIWAN),Boeing B-747-2R7F,22390,5,0,5,5,0,5,0,0,No militar,Taiwan
1992-01-20,19:20:00,AIR INTER,Airbus A320-111,015,96,90,6,87,82,5,0,9,No militar,France
1992-01-28,16:20:00,MILITARY - AZERBAIJAN AIR FORCE,Mil Mi-8 (helicopter),No Data,47,-1,-1,47,-1,-1,0,0,Militar,Azerbaijan
1992-02-03,11:20:00,NORDESTE LINHAS AÉREAS,Embraer 110C Bandeirante,110-005,12,10,2,12,10,2,0,0,No militar,Brazil
1992-02-09,05:15:00,GAMBCREST,Convair CV- 640,009,56,50,6,30,26,4,0,26,No militar,Senegal
1992-02-15,03:26:00,ATI,McDonnell Douglas DC-8-63F,45923/383,4,0,4,3,0,3,0,1,No militar,U.S.A.
1992-03-02,16:05:00,FRIGORIFICO SANTA RITA,Curtiss C-46T,22570,5,2,3,5,2,3,0,0,No militar,Bolivia
1992-03-12,00:00:00,LINA CONGO,de Havilland Canada DHC-6 Twin Otter 300,452,8,5,3,3,0,3,0,5,No militar,Ocean
1992-03-22,21:35:00,USAIR,Fokker F-28 Fellowship 4000,11235,51,47,4,27,25,2,0,24,No militar,U.S.A.
1992-03-24,07:02:00,GOLDEN STAR AIR CARGO,Boeing 707-321C,18715/364,7,4,3,7,4,3,0,0,No militar,Greece
1992-04-04,00:00:00,KAMCHATAVIA,Let 410UVP,800326,12,10,2,1,1,0,0,11,No militar,Russia
1992-04-07,00:00:00,AIR BISSAU,Antonov AN-24RV,77310810,13,10,3,3,0,3,0,10,No militar,Libya
1992-04-10,00:00:00,TAIWAN AIRLINES,Britten Norman BN-2A-26 Trislander,2007,10,8,2,7,6,1,0,3,No militar,Taiwan
1992-04-14,00:00:00,MILITARY - KENYAN AIR FORCE,de Havilland DHC-5 Buffalo,125,46,42,4,46,42,4,6,0,Militar,Kenya
1992-04-16,00:00:00,TALAIR,Embraer 110P1 Bandeirante,110- 355,15,13,2,11,9,2,0,4,No militar,Guinea
1992-04-22,11:09:00,PERRIS VALLEY AVIATION,de Havilland Canada DHC-6 Twin Otter 200,141,22,20,2,16,14,2,0,6,No militar,U.S.A.
1992-04-22,15:53:00,SCENIC AIR TOURS,Beechcraft E18S,BA-308,9,8,1,9,8,1,0,0,No militar,U.S.A.
1992-04-26,00:00:00,SAHA AIRLINE SERVICES,Fokker F-27 Friendship 400M,10499,39,35,4,39,35,4,0,0,No militar,Iran
1992-06-06,21:00:00,COPA (PANAMA),Boeing B-737-204,22059/631,47,40,7,47,40,7,0,0,No militar,Panama
1992-06-07,14:34:00,AMERICAN EAGLE,CASA 212 Aviocar 200,234,5,3,2,5,3,2,0,0,No militar,Puerto Rico
1992-06-22,06:05:00,VASP,Boeing 737-2A1C,21188/444,3,1,2,3,1,2,0,0,No militar,Brazil
1992-06-22,12:45:00,KRASNOYARSK AIRLINES,Antonov AN-12,AN12145,12,7,5,10,6,4,0,2,No militar,Russia
1992-07-05,17:00:00,MILITARY - SRI LANKA AIR FORCE,Shaanxi Y-8D,060804,19,13,6,19,13,6,0,0,Militar,Sri Lanka
1992-07-13,12:30:00,ARCTIC CIRCLE AIR SERVICE,Shorts SC-7 Skyvan 3A-200,SH-1918,1,0,1,1,0,1,0,0,No militar,U.S.A.
1992-07-14,00:00:00,MILITARY - RUSSIAN AIR FORCE,Antonov AN-12V,1347903,34,27,7,29,24,5,0,5,Militar,Azerbaijan
1992-07-14,00:00:00,MILITARY - UNIFIED YEMEN AIR FORCE,Antonov An-12,No Data,57,50,7,57,50,7,0,0,Militar,Yemen
1992-07-20,00:00:00,GEORGIAN AIR,Tupolev TU-154B,77A-222,24,16,8,24,16,8,4,0,No militar,U.S.A.
1992-07-24,00:00:00,VOLGA-DNEPR AIRLINES,Antonov 12BK,00347607,8,2,6,8,2,6,0,0,No militar,Macedonia
1992-07-24,16:30:00,MANDALA AIRLINES,Vickers Viscount 816,434,70,63,7,70,63,7,0,0,No militar,Indonesia
1992-07-27,16:15:00,AERO ESLAVA,Vickers 798D Viscount,392,4,2,2,4,2,2,0,0,No militar,Mexico
1992-07-30,17:41:00,TRANS WORLD AIRLINES,Lockheed L-1011,1014,292,280,12,0,0,0,0,292,No militar,U.S.A.
1992-07-31,12:45:00,THAI AIRWAYS,Airbus A310-304,438,113,99,14,113,99,14,0,0,No militar,Nepal
1992-07-31,15:12:00,CHINA GENERAL AVIATION CORPORATION,Yakovlev YAK-42D,2116644,126,116,10,108,100,8,0,18,No militar,China
1992-08-21,00:00:00,SERVICIOS AEREOS SANTA ANA,Convair CV-440-80,405,10,7,3,10,7,3,0,0,No militar,U.S.A.
1992-08-25,05:15:00,LONE STAR AIRLINES,Swearingen SA-227AC Metro III,AC-545,3,0,3,3,0,3,0,0,No militar,U.S.A.
1992-08-27,00:00:00,MILITARY - PERUVIAN AIR FORCE - TANS,de Havilland Canada DHC-6 Twin Otter 300,316,41,38,3,8,6,2,0,33,Militar,Peru
1992-08-27,10:20:00,NEWCAL AVIATION,de Havilland Canada DHC-4T Caribou,240,3,0,3,3,0,3,0,0,No militar,Canada
1992-08-27,22:44:00,AEROFLOT,Tupolev TU-134A,49868/3910,84,77,7,84,77,7,0,0,No militar,Russia
1992-08-31,22:32:00,PROFESSIONAL AVIATION SERVICES,Douglas DC-3,15908/32656,17,14,3,3,0,3,0,14,No militar,Angola
1992-09-10,00:00:00,EXPRESSO AÉREO,Fokker F-27 Friendship 500,10533,43,36,7,1,0,1,1,42,No militar,Peru
1992-09-12,00:00:00,KAMCHATKA AIRLINES,Mil Mi-8 (helicopter),98311031,16,13,3,9,9,0,0,7,No militar,Russia
1992-09-16,11:00:00,AIR TAXI - HAWAII HELICOPTERS INC.,Aerospatiale AS-350B,1488,7,6,1,7,6,1,0,0,No militar,U.S.A.
1992-09-18,00:00:00,AERO EJECUTIVOS,Douglas C-118A,44656/619,3,0,3,3,0,3,0,0,No militar,Netherlands Antilles
1992-09-19,00:00:00,AVESCA COLOMBIA,Curtiss C-46F-1-CU,22436,11,9,2,11,9,2,0,0,No militar,Colombia
1992-09-21,09:21:00,YAKUTAVIA,Mil Mi-8 (helicopter),8098,10,7,3,10,7,3,0,0,No militar,Russia
1992-09-26,18:00:00,MILITARY - FEDERAL NIGERIAN AIR FORCE,Lockheed C-130H,4624,158,154,4,158,154,4,0,0,Militar,Nigeria
1992-09-28,14:30:00,PAKISTAN INTERNATIONAL AIRLINES,Airbus A300B4-203,025,167,155,12,167,155,12,0,0,No militar,Nepal
1992-10-04,00:00:00,EL AL,Boeing B-747-258F,21737/362,4,1,3,4,1,3,39,0,No militar,Netherlands
1992-10-07,09:30:00,MILTIARY - U.S. AIRFORCE,Lockheed C-130E Hercules,3952,6,0,6,6,0,6,0,0,No militar,U.S.A.
1992-10-08,00:00:00,WUHAN AIRLINES,Avia 14M-40,108807113,35,28,7,14,9,5,0,21,No militar,China
1992-10-09,00:00:00,KIEV PRODUCTION ASSOCIATION,Antonov 32,2905,13,7,6,1,0,1,0,12,No militar,Somalia
1992-10-18,00:00:00,MERPATI NUSANTARA AIRLINES,CASA 235-10,N-013,31,27,4,31,27,4,0,0,No militar,Indonesia
1992-10-19,10:58:00,SYKTYVKAR AVIA,Antonov AN-28,IAJ005-18,16,14,2,15,13,2,0,1,No militar,Russia
1992-10-21,00:00:00,MILITARY - PERUVIAN AIR FORCE,de Havilland Canada DHC-6 Twin Otter 300,379,11,8,3,8,7,1,0,3,Militar,Peru
1992-10-29,00:00:00,AEROFLOT,Antonov AN-8,OD-3430,14,9,5,13,8,5,0,1,No militar,Russia
1992-11-11,00:00:00,MILITARY - INDIAN AIR FORCE,Mil Mi-8 (helicopter),No Data,20,-1,-1,20,-1,-1,0,0,Militar,India
1992-11-11,00:00:00,MILITARY - RUSSIAN AIR FORCE,Antonov AN-22A,53483299,33,26,7,33,26,7,0,0,Militar,Russia
1992-11-14,07:10:00,VIETNAM AIRLINES,Yakovlev YAK-40,9631848,31,25,6,30,24,6,0,1,No militar,Vietnam
1992-11-15,18:45:00,AEROCARIBBEAN - CHARTER,Ilyushin IL-18D,187010301,34,28,6,34,28,6,0,0,No militar,Dominican Republic
1992-11-24,07:52:00,CHINA SOUTHERN AIRLINES,Boeing B-737-3Y0,24913/2052,141,133,8,141,133,8,0,0,No militar,China
1992-11-30,21:20:00,MILITARY - U.S. AIR FORCE / MILITARY - U.S. AIR FORCE,Lockheed C-141B / Lockheed C141B,6106 / 6168,13,0,13,13,0,13,0,0,Militar,U.S.A.
1992-12-09,00:00:00,AERO SUDPACIFICO,Britten-Norman BN-2B-27 Islander,864,9,8,1,9,8,1,0,0,No militar,Mexico
1992-12-13,00:00:00,SCIBE AIRLIFT CARGO ZAIRE,Fokker F-27 Friendship 400M,10649,37,31,6,37,31,6,0,0,No militar,Ocean
1992-12-14,00:00:00,MILITARY - RUSSIAN AIR FORCE,Mil Mi 8T (helicopter),No Data,61,-1,-1,61,-1,-1,0,0,Militar,U.S.A.
1992-12-21,07:53:00,MARTINAIR HOLLAND NV,McDonnell Douglas DC-10-30CF,46924,340,327,13,56,54,2,0,284,No militar,Portugal
1992-12-22,10:00:00,LIBYA ARAB AIRLINES / MILITARY -  LIBYA AIR FORCE,Boeing B-727-2L5 / MiG23UB,21050/1108,157,147,10,157,147,10,0,0,Militar,Libya
1993-01-03,15:40:00,AIR TAXI - SOUTH COAST HELICOPTERS INC.,Bell 206B3,2923,4,3,1,4,3,1,0,0,No militar,U.S.A.
1993-01-06,19:20:00,LUFTHANSA CITYLINE,de Havilland Canada DHC-8-301,210,23,19,4,4,4,0,0,19,No militar,France
1993-01-09,00:00:00,BOURAQ INDONESIA AIRLINES,Hawker Siddeley HS-748-234,1620,44,39,5,17,13,4,0,27,No militar,Indonesia
1993-01-13,00:00:00,TITAN AIRWAYS,Embraer 110P1 Bandeirante,110391,2,0,2,2,0,2,0,0,No militar,Ocean
1993-01-14,08:30:00,CENTRAL MOUNTAIN AIR SERVICES,Douglas C-47A,9862,2,0,2,2,0,2,0,0,No militar,Canada
1993-01-27,00:00:00,TRANS SERVICE AIRLIFT,Nord 262A-44,11,21,18,3,3,3,0,0,18,No militar,Ocean
1993-01-31,00:00:00,PAN MALAYSIAN AIR TRANSPORT,Shorts SC-7 Skyvan 3-100,SH-1961,16,11,5,16,11,5,0,0,No militar,Indonesia
1993-02-08,14:15:00,IRAN AIR TOURS  /  MILITARY - IRANIAN AIR FORCE,Tupolev TU-154M / Sukhoi Su-24,903,133,119,14,133,119,14,0,0,Militar,Iran
1993-02-10,00:00:00,MILITARY - AFGHAN REPUBLICAN AIR FORCE,Mil Mi-8,No Data,30,-1,-1,30,-1,-1,0,0,Militar,Afghanistan
1993-02-20,00:00:00,CARGO THREE PANAMA,Convair CV-440,413,2,0,2,2,0,2,0,0,No militar,Colombia
1993-02-28,00:00:00,FORMOSA AIRLINES,Dornier 228-201,111,6,4,2,6,4,2,0,0,No militar,Taiwan
1993-03-05,11:12:00,PALAIR MACEDONIAN,Fokker 100,11393,97,92,5,83,79,4,0,14,No militar,Macedonia
1993-03-23,13:35:00,OESTE LINHAS AEREAS,Embraer EMB-110 Bandeirante,110-037,6,4,2,6,4,2,0,0,No militar,Brazil
1993-03-31,12:25:00,JAPAN AIR LINES,Boeing B-747-466,26348,5,2,3,0,0,0,0,5,No militar,U.S.A.
1993-04-01,21:28:00,PRIVATE,Fairchild SA227-TT,TT-527,4,3,1,4,3,1,0,0,No militar,Ocean
1993-04-02,00:00:00,LINEA AEROPOSTAL VENEZOLANA,McDonnell Douglas DC-9-15,4700/83,11,8,3,11,8,3,0,0,No militar,Venezuela
1993-04-06,01:10:00,CHINA EASTERN AIRLINES,McDonnell Douglas MD-11,48495/461,264,248,16,2,2,0,0,262,No militar,U.S.A.
1993-04-19,15:52:00,PRIVATE,Mitsubishi MU-2B-60,765SA,8,6,2,8,6,2,0,0,No militar,U.S.A.
1993-04-23,00:00:00,MIAT - MONGOLIAN AIRLINES,Antonov AN-26B,14102,40,34,6,32,26,6,0,8,No militar,Mongolia
1993-04-26,13:00:00,INDIAN AIRLINES,Boeing B-737-2A8,20961/375,118,112,6,55,55,0,0,63,No militar,India
1993-04-27,23:00:00,MILITARY - ZAMBIAN AIR FORCE,de Havilland  Canada  DHC-5D Buffalo,69,30,25,5,30,25,5,0,0,Militar,Gambia
1993-04-27,00:00:00,MILITARY - AFGHAN REPUBLICAN AIR FORCE,Antonov AN-32,No Data,76,71,5,76,71,5,0,0,Militar,Afghanistan
1993-05-11,00:00:00,FIJI AIR,Britten-Norman BN-2A-6 Islander,009,2,0,2,2,0,2,0,0,No militar,Fiji
1993-05-15,00:00:00,CARGA DEL CARIBE,Douglas DC-6BF,43825/315,5,0,5,3,0,3,0,2,No militar,Mexico
1993-05-19,15:04:00,SAM COLOMBIA,Boeing B-727-46,18876/217,132,125,7,132,125,7,0,0,No militar,Colombia
1993-06-06,00:00:00,AEROTACA,de Havilland Canada DHC-6 Twin Otter 300,771,2,0,2,2,0,2,0,0,No militar,Colombia
1993-06-09,00:00:00,SOUTHWEST AIR,Britten-Norman  BN-2A-20 Trislander,805,11,10,1,9,9,0,0,2,No militar,Guinea
1993-06-16,00:00:00,MERPATI NASANTARA AIRLINES,de Havilland Canada DHC-6 Twin Otter 300,391,3,0,3,1,0,1,0,2,No militar,Indonesia
1993-06-17,22:15:00,TAJIKISTAN AIRLINES,Antonov AN-26,SU035,41,36,5,41,36,5,0,0,No militar,U.S.A.
1993-07-01,00:00:00,MERPATI NUSANTARA AIRLINES,Fokker F-28 Fellowship 3000,11131,43,39,4,41,37,4,0,2,No militar,Indonesia
1993-07-06,00:00:00,MILITARY - GEORGIAN AIR FORCE,Mil Mi-8,No Data,23,-1,-1,23,-1,-1,0,0,Militar,U.S.A.
1993-07-12,14:55:00,PRIVATE,"Helicopter, Hughes 369HS",720396S,2,1,1,1,1,0,0,1,No militar,U.S.A.
1993-07-23,15:40:00,CHINA NORTHWEST AIRLINES,British Aerospace 146-300,E-3215,113,108,5,55,54,1,0,58,No militar,China
1993-07-26,15:48:00,ASIANA AIRLINES,Boeing B-737-5L9,24805/1878,110,104,6,68,64,4,0,42,No militar,South Korea
1993-07-30,00:00:00,HORNBILL AIRWAYS,Shorts SC-7 Skyvan 3-100,SH-1967,17,15,2,1,1,0,0,16,No militar,Malaysia
1993-07-31,13:00:00,EVEREST AIR,Dornier Do-228-101,7029,19,16,3,19,16,3,0,0,No militar,Nepal
1993-08-18,16:56:00,AMERICAN INTERNATIONAL AIRWAYS,McDonnell Douglas DC-8-61,46127,3,0,3,0,0,0,0,3,No militar,Cuba
1993-08-26,00:00:00,SAKHA AIRLINES,Let 410UVP-E,902509,24,22,2,24,22,2,0,0,No militar,Russia
1993-08-28,10:45:00,TAJIKISTAN AIRLINES,Yakovlev YAK-40,9541944,86,81,5,82,77,5,0,4,No militar,Tajikistan
1993-09-14,16:43:00,LUFTHANSA,Airbus A320-211,105,70,64,6,2,1,1,0,68,No militar,Poland
