accidente,hora,operador,tipo de aeronave,modelo,personas a bordo,pasajeros a bordo,tripulantes a bordo,total de fallecidos,pasajeros fallecidos,tripulantes fallecidos,afectados en tierra,sobrevivientes,militar,país
1952-08-12,00:00:00,TRANSPORTES AREOS NACIONALES,Douglas DC-3,20187,24,20,4,24,20,4,0,0,No militar,Brazil
1952-08-21,01:00:00,AIRWORK,Handley Page HP-81 Hermes 4A,HP-81/7,57,51,6,7,1,6,0,50,No militar,Italy
1952-08-26,07:00:00,MILITARY - PAKISTAN AIR FORCE,Bristol 170 Freighter,No Data,18,-1,-1,18,-1,-1,0,0,Militar,Ocean
1952-08-29,21:05:00,PHOENIX AIRLINES,Douglas DC-2-115B,1322,4,0,4,2,0,2,0,2,No militar,Sudan
1952-09-06,15:40:00,PRIVATE - DE HAVILLAND AIRCRAFT,de Havilland 110,No Data,1,0,1,1,0,1,29,0,No militar,Ocean
1952-09-10,00:00:00,SAM COLOMBIA,Curtiss C-46,No Data,46,-1,-1,46,-1,-1,0,0,No militar,Panama
1952-09-15,00:00:00,KALINGA AIRLINES,Douglas C-47A,9945,3,0,3,3,0,3,0,0,No militar,Sudan
1952-10-05,16:02:00,AEROFLOT,Ilyushin IL-12,30054,21,19,5,21,19,5,0,0,No militar,Russia
1952-10-08,00:00:00,MILITARY - ROYAL AIR FORCE,Avro Shackleton MR-1,No Data,14,2,12,14,2,12,0,0,Militar,Ocean
1952-10-14,00:00:00,AERO BRASIL,Douglas DC-3,6177,28,-1,-1,14,-1,-1,0,14,No militar,Brazil
1952-10-16,00:00:00,MILITARY - U.S. AIR FORCE,Curtiss-Wright C-46D-CU,32934,25,21,4,25,21,4,0,0,Militar,South Korea
1952-10-29,08:30:00,MILITARY - U.S. AIR FORCE,Boeing KC-97G Stratofreighter,16733,16,-1,-1,16,-1,-1,0,0,Militar,U.S.A.
1952-11-06,00:00:00,UNION AEROMARITIME DE TRANSPORT,Douglas C-54B-1-DC,10498,6,1,5,5,1,4,0,1,No militar,Chad
1952-11-07,03:00:00,MILITARY - U.S. AIR FORCE,Fairchild C-119C,10518,19,14,5,19,14,5,0,0,Militar,U.S.A.
1952-11-14,14:45:00,MILITARY - U.S. AIR FORCE,Fairchild C-119C,No Data,44,37,7,44,37,7,0,0,Militar,South Korea
1952-11-15,00:00:00,MILITARY - U.S. AIR FORCE,Fairchild C-119C,10528,20,15,5,20,15,5,0,0,Militar,U.S.A.
1952-11-17,00:00:00,MILITARY - U.S. AIR FORCE,Fairchild C-119C-23-FA Flying Boxcar,No Data,16,-1,-1,9,-1,-1,0,7,Militar,U.S.A.
1952-11-22,20:15:00,MILITARY - U.S. AIR FORCE,Douglas C-124A Globemaster,464096,52,41,11,52,41,11,0,0,Militar,U.S.A.
1952-11-28,00:50:00,MILITARY - U.S. AIR FORCE,Douglas C-54G (DC-4),No Data,38,31,7,37,30,7,0,1,Militar,U.S.A.
1952-12-06,00:00:00,TABSO,Lisunov Li-2,No Data,18,-1,-1,18,-1,-1,0,0,No militar,Ocean
1952-12-06,04:40:00,CUBANA DE AVIACION,Douglas DC-4,10319,41,33,8,37,30,7,0,4,No militar,Bermuda
1952-12-20,06:30:00,MILITARY - U.S. AIR FORCE,Douglas C-124A Globemaster,43238,115,105,10,87,82,5,0,28,Militar,U.S.A.
1952-12-21,00:00:00,RUTAS AÉREAS NACIONALES SA,Curtiss C-46D,33486,3,0,3,3,0,3,0,0,No militar,U.S.A.
1952-12-25,00:00:00,AVENSA,Douglas DC-3,7391,5,-1,-1,3,-1,-1,0,2,No militar,Venezuela
1952-12-25,00:00:00,IRAN AIR,Douglas DC-3,9692,29,25,4,27,23,4,0,2,No militar,Iran
1952-12-30,00:00:00,PHILIPPINE AIR LINES,Douglas DC-3,No Data,10,7,3,2,0,2,0,8,No militar,Taiwan
1953-01-05,21:39:00,BRITISH EUROPEAN AIRWAYS,Vickers Viking 610-1B,262,35,31,4,27,24,3,0,8,No militar,Ocean
1953-01-07,20:55:00,FLYING TIGER LINE,Douglas C-54B-10-DO,18350,7,3,4,7,3,4,0,0,No militar,U.S.A.
1953-01-07,04:12:00,ASSOCIATED AIR TRANSPORT,Curtiss C-46,22395,40,37,3,40,37,3,0,0,No militar,U.S.A.
1953-01-15,04:48:00,MILITARY -ROYAL AIR FORCE,Vickers Valetta Mk1 / Avero Lancaster,No Data,26,16,10,26,16,10,0,0,Militar,Italy
1953-01-26,11:44:00,LINEE AEREE ITALIANE,Douglas DC-3,4308,19,15,4,19,15,4,0,0,No militar,Italy
1953-02-02,05:30:00,LANCASHIRE AIRCRAFT CORPORATION (SKYWAYS),Avro 685 York 1,1304,39,33,6,39,33,6,0,0,No militar,Canada
1953-02-03,00:00:00,AIR OUTREMER,Douglas C-47B-15-DK,15283/26728,18,15,3,18,15,3,0,0,No militar,Vietnam
1953-02-07,10:28:00,UTA,Douglas C-54A-5-DC,10290,19,13,6,9,3,6,0,10,No militar,France
1953-02-09,19:00:00,MILITARY - EGYPTIAN AIR FORCE,Curtiss-Wright C-46,No Data,40,35,5,29,24,5,0,11,Militar,Egypt
1953-02-14,17:10:00,NATIONAL AIRLINES,Douglas DC-6,43057/73,46,41,5,46,41,5,0,0,No militar,U.S.A.
1953-03-03,03:35:00,CANADIAN PACIFIC AIR LINES,de Havilland DH106 Comet 1A,06014,11,6,5,11,6,5,0,0,No militar,Pakistan
1953-03-04,01:50:00,SLICK AIRWAYS,Curtiss C-46F,22400,2,0,2,2,0,2,0,0,No militar,U.S.A.
1953-03-14,00:00:00,ORIENT AIRWAYS,Convair CV-240-7,082,16,11,5,16,11,5,0,0,No militar,India
1953-03-17,00:00:00,AIGLE AZUR,Douglas DC-3,19105,8,-1,-1,8,-1,-1,0,0,No militar,Vietnam
1953-03-18,04:10:00,MILITARY - U.S. AIR FORCE,Convair RB-36H,No Data,23,18,5,23,18,5,0,0,Militar,Ocean
1953-03-18,19:51:00,U.S. AIR FORCE,Boeing B-29 Superfortress,10814,10,0,10,10,0,10,0,0,No militar,Ocean
1953-03-20,18:38:00,TRANSOCEAN AIR LINES,Douglas DC-4  (C-54-10-DO),36076,35,30,5,35,30,5,0,0,No militar,U.S.A.
1953-03-27,00:00:00,TRANSPORTES AÉREOS SALVADOR,de Havilland DH-114 Heron 1B,14004,14,12,2,14,12,2,0,0,No militar,Brazil
1953-03-29,00:00:00,CENTRAL AFRICAN AIRWAYS,Vickers 616 Viking 1B,168,13,8,5,13,8,5,0,0,No militar,Ocean
1953-04-10,00:00:00,AIR FRANCE,Junkers JU-5/-3m,090,15,12,3,4,1,3,0,11,No militar,Madagascar
1953-04-10,00:00:00,CARIBBEAN INTERNATIONAL AIRWAYS,Lockheed 18-56 LodeStar,2568,13,10,3,13,10,3,0,0,No militar,Jamaica
1953-04-14,00:00:00,AIRWAYS,Douglas C-47A,19149,3,0,3,3,0,3,0,0,No militar,India
1953-04-14,02:22:00,MIAMI AIRLINES,Douglas DC-3 (C-47-DL),20432,25,22,3,7,5,2,0,18,No militar,U.S.A.
1953-04-16,00:00:00,AIGLE AZUR,Douglas DC-3,19498,30,27,3,30,27,3,0,0,No militar,Vietnam
1953-04-20,23:08:00,WESTERN AIRLINES,Douglas DC-6B,43823,10,5,5,8,4,4,0,2,No militar,U.S.A.
1953-05-02,16:35:00,BRITISH OVERSEAS AIRWAYS,de Havilland DH106 Comet 1,06008,43,37,6,43,37,6,0,0,No militar,India
1953-05-07,00:00:00,MILITARY - ROYAL AIR FORCE,Vickers Valetta T-3,506,10,0,10,10,0,10,0,0,Militar,Ocean
1953-05-09,01:28:00,AIR INDIA,Douglas DC-3,13716,18,13,5,18,13,5,0,0,No militar,India
1953-05-11,00:00:00,CANADIAN PACIFIC AIR LINES,Consolidated PBY-5A Catalina,21984,19,16,3,2,1,1,0,17,No militar,Canada
1953-05-17,14:15:00,DELTA AIR LINES,Douglas DC-3,2224,20,17,3,19,16,3,0,1,No militar,U.S.A.
1953-05-24,04:18:00,METEOR AIR,Douglas DC-3,20433,7,2,5,6,1,5,-1,1,No militar,U.S.A.
1953-05-25,15:30:00,KLM ROYAL DUTCH AIRLINES,Convair CV-240-4,125,34,28,6,0,0,0,2,34,No militar,Netherlands
1953-05-27,03:50:00,AEROFLOT,Li-2 / Li-2T,18429005,20,16,11,20,16,11,0,0,No militar,Russia
1953-06-14,16:35:00,AEROFLOT,Ilyushin IL-2,30103,18,12,6,18,12,6,0,0,No militar,U.S.A.
1953-06-15,00:00:00,LACSA,Douglas DC-3,14633/26078,17,14,3,9,6,3,0,8,No militar,Costa Rica
1953-06-15,00:00:00,LAN CHILE,Lockheed 18 Loadstar,2617,7,5,2,7,5,2,0,0,No militar,Chile
1953-06-16,00:00:00,AIGLE AZUR,Douglas DC-3,19100,34,31,3,34,31,3,0,0,No militar,China
1953-06-17,22:00:00,PANAIR DO BRASIL,Lockheed 049-46-21 Constellation,2066,17,10,7,17,10,7,0,0,No militar,Brazil
1953-06-18,16:34:00,MILITARY - U.S. AIR FORCE,Douglas C-124A Globemaster II,43471,129,122,7,129,122,7,0,0,Militar,Japan
1953-07-12,08:41:00,TRANSOCEAN AIR LINES,Douglas DC-6A,42901/153,58,50,8,58,50,8,0,0,No militar,Ocean
1953-07-17,23:15:00,MILITARY - U.S. NAVY,Fairchild R4Q-2,10830,46,40,6,44,39,5,0,2,Militar,U.S.A.
1953-07-27,12:30:00,AEROFLOT,Ilyushin IL-12,No Data,21,15,6,21,15,6,0,0,No militar,North Korea
1953-08-03,02:28:00,AIR FRANCE,Lockheed L- 749A Constellation,2628,42,34,8,4,4,0,0,38,No militar,Turkey
1953-08-03,22:37:00,ORIENT AIRWAYS,Douglas DC-3,9143,25,21,4,1,1,0,0,24,No militar,Ocean
1953-08-05,00:00:00,MILITARY - U.S. AIR FORCE,Convair B-36,303,23,0,23,19,0,19,0,4,Militar,Ocean
1953-08-18,00:00:00,AEROVIAS CONTRERAS,Curtiss C-46A,26403,2,0,2,2,0,2,0,0,No militar,U.S.A.
1953-09-01,23:30:00,AIR FRANCE,Lockheed 749A Constellation,2674,42,33,9,42,33,9,0,0,No militar,France
1953-09-01,18:42:00,REGINA CARGO AIRLINES,Douglas DC-3,6333,21,19,2,21,19,2,0,0,No militar,U.S.A.
1953-09-08,13:16:00,TACA,Douglas C-47A,13817/25262,3,0,3,3,0,3,0,0,No militar,Honduras
1953-09-14,00:00:00,TRANSPORTES AÉREOS MEXICANOS,Douglas C-47A,13113,2,0,2,1,0,1,0,1,No militar,Mexico
1953-09-16,08:34:00,AMERICAN AIRLINES,Convair CV-240-0,116,28,25,3,28,25,3,0,0,No militar,U.S.A.
1953-09-25,10:10:00,DEVLET HAVA YOLLARI,Douglas DC-3,9694,21,16,5,5,1,4,0,16,No militar,Turkey
1953-09-28,16:18:00,RESORT AIRLINES,Curtiss C-46F-1-CU,22384,41,38,3,25,22,3,0,16,No militar,U.S.A.
1953-10-14,14:54:00,SABENA,Convair CV-240-12,154,44,40,4,44,40,4,0,0,No militar,Germany
1953-10-17,00:00:00,COMPAGNIE SILA,Douglas C-47B,25591,7,0,7,2,0,2,0,5,No militar,Vietnam
1953-10-19,00:56:00,EASTERN AIR LINES,Lockheed 749A Constellation,2616,27,22,5,2,2,0,0,25,No militar,U.S.A.
1953-10-19,07:10:00,AEROVIAS CONTRERAS,Douglas C-46A-CU ( DC-3),26403,21,18,3,21,18,3,0,0,No militar,Mexico
1953-10-27,11:18:00,AEROFLOT,Ilyushin IL-12,93013102,32,27,5,22,17,5,-1,10,No militar,Russia
1953-10-29,08:44:00,BRITISH COMMONWEALTH PACIFIC AIRLINES,Douglas DC-6,43125/131,19,11,8,19,11,8,0,0,No militar,U.S.A.
1953-10-31,00:30:00,AEROFLOT,Li-2,18432509,16,11,5,15,10,5,0,1,No militar,Ukraine
1953-11-03,00:00:00,LLOYD AEREO BOLIVIANO,Douglas DC-3,2181,28,25,3,28,25,3,0,0,No militar,Bolivia
1953-11-11,17:30:00,MILITARY - ROYAL AIR FORCE,Avro Shackleton MR-2,No Data,10,0,10,10,0,10,0,0,Militar,Ocean
1953-12-04,17:00:00,AVIACO,Bristol 170 Freighter 21,12797,33,28,5,23,22,1,0,10,No militar,Spain
1953-12-12,03:25:00,INDIAN AIRLINES,Douglas DC-3,11810,14,10,4,13,10,3,0,1,No militar,India
1953-12-15,00:00:00,AVIATECA,Curtiss C-46D,33589,2,0,2,2,0,2,0,0,No militar,Guatemala
1953-12-15,00:00:00,MISAIR,VC-Viking,213,6,5,1,6,5,1,-1,0,No militar,Egypt
1953-12-17,06:50:00,MILITARY - U.S. AIR FORCE,Boeing B-29,No Data,16,6,10,11,5,6,8,5,Militar,Guam
1953-12-19,18:55:00,SABENA,Convair CV-240,128,44,41,3,1,1,0,0,43,No militar,Switzerland
1953-12-21,00:00:00,SYRIAN AIRWAYS,Douglas DC-3,TDB,15,-1,-1,9,-1,-1,0,6,No militar,Syria
1954-01-02,00:00:00,ARIANA AFGHAN AIRLINES,Douglas DC-3,No Data,21,-1,-1,21,-1,-1,0,0,No militar,Afghanistan
1954-01-05,00:00:00,DEVLET HAVA YOLLARI,Douglas DC-3,19616,10,5,5,4,2,2,0,6,No militar,Turkey
1954-01-06,17:20:00,MILITARY -ROYAL AIR FORCE,Vickers Valetta,599,17,13,4,16,12,4,0,1,Militar,Ocean
1954-01-10,11:05:00,BRITISH OVERSEAS AIRWAYS,de Havilland DH106 Comet 1,06003,35,29,6,35,29,6,0,0,No militar,Italy
1954-01-11,06:15:00,AVIANCA,Douglas DC-3,19540,21,18,3,21,18,3,0,0,No militar,Colombia
1954-01-12,13:55:00,CZECH AIRLINES,Douglas C-47 Skytrain (DC-3),11854,18,14,4,13,9,4,0,5,No militar,Czech Republic
1954-01-13,00:00:00,MILITARY - U.S. AIR FORCE,F-88 Sabre Jet,No Data,1,0,1,1,0,1,6,0,Militar,U.S.A.
1954-01-14,11:50:00,PHILIPPINE AIR LINES,Douglas DC-6,42903/150,16,9,7,16,9,7,0,0,No militar,Italy
1954-01-20,07:08:00,ZANTOP AIR TRANSPORT,Douglas DC-3A,4940,3,0,3,3,0,3,0,0,No militar,U.S.A.
1954-02-01,13:50:00,MILITARY - U.S. AIR FORCE,Curtiss-Wright C46D-CU,33423,35,30,5,35,30,5,0,0,Militar,Japan
1954-02-05,00:00:00,MILITARY - U.S. AIR FORCE,Douglas C-47,No Data,16,0,16,10,0,10,0,6,Militar,U.S.A.
1954-02-12,00:00:00,MILITARY - ROYAL AIR FORCE,Avro Shackleton MR-2,No Data,10,0,10,10,0,10,0,0,Militar,Malta
1954-02-25,11:00:00,INDIAN AIRLINES,Douglas DC-3,20358,3,0,3,3,0,3,0,0,No militar,India
1954-02-26,10:32:00,WESTERN AIRLINES,Convair CV-240,37,9,6,3,9,6,3,0,0,No militar,U.S.A.
1954-03-04,14:30:00,MILITARY - U.S. AIR FORCE,Douglas C-47A-DL,9958,20,18,2,20,18,2,0,0,Militar,France
1954-03-13,14:34:00,BRITISH OVERSEAS AIRWAYS,Lockheed 749A-79-33 Constellation,2554,40,31,9,33,31,2,0,7,No militar,Singapore
1954-03-14,04:20:00,QUEENSLAND AIRLINES,Douglas C-47A,12360,2,0,2,2,0,2,0,0,No militar,Australia
1954-03-19,22:30:00,MILITARY - U.S. AIR FORCE,Fairchild C-110F,10732,18,12,6,18,12,6,0,0,Militar,U.S.A.
1954-03-26,00:00:00,AERONAVES DE MEXICO,Douglas DC-3,7358,18,15,3,18,15,3,0,0,No militar,Mexico
1954-04-03,13:40:00,DEVLET HAVA YOLLARI,Douglas DC-3,19509,25,20,5,25,20,5,0,0,No militar,Turkey
1954-04-04,00:00:00,AUTREX,Douglas C-54A,10341,4,0,4,4,0,4,0,0,No militar,Vietnam
1954-04-08,20:04:00,"SOUTH AFRICAN AIRWAYS, LEASED FROM BRITISH OVERSEAS AIRWAYS",de Havilland DH106 Comet 1,06011,21,14,7,21,14,7,0,0,No militar,Italy
1954-04-08,10:03:00,TRANS CANADA AIR LINES / RCAF,Canadair C-4-1 Northstar / Harvard Mark II,150,36,31,5,36,31,5,1,0,No militar,Canada
1954-04-13,13:10:00,LAN,Douglas DC-3,4470,14,9,5,14,9,5,0,0,No militar,Chile
1954-04-13,00:00:00,SOCIETE INDOCHINOISE DE RAVITEILLEMENT,Lockheed 18 Lodestar,2603,23,20,3,16,13,3,0,7,No militar,Laos
1954-04-23,21:25:00,AEROLINEAS ARGENTINAS,Douglas DC-3,12387,25,21,4,25,21,4,0,0,No militar,Argentina
1954-04-30,09:18:00,DARBHANGA AVIATION,Douglas C-47A-30-DK,13792,11,8,3,5,3,2,0,6,No militar,India
1954-05-22,09:23:00,NEW ZEALAND NATIONAL AIRWAYS,Douglas DC-3,15948/32696,28,26,2,3,3,0,0,25,No militar,New Zealand
1954-05-31,00:00:00,TRANSPORTES AEREOS NACIONALES,Douglas DC-3,19830,19,16,3,19,16,3,0,0,No militar,Brazil
1954-06-03,00:00:00,SABENA,Douglas C-47A,11982,4,0,4,1,0,1,0,3,No militar,Slovenia
1954-06-04,11:00:00,VARIG,Curtiss C-46A,30400,3,0,3,3,0,3,0,0,No militar,Brazil
1954-06-08,00:00:00,SOC. DE TR. AÉRIENS D'EXTRÊME ORIENT,Douglas C-47-DL,4464,4,2,2,4,2,2,0,0,No militar,Vietnam
1954-06-19,23:00:00,SWISSAIR,Convair CV-240-4,61,9,5,4,3,3,0,0,6,No militar,Ocean
1954-07-02,12:00:00,MILITARY - BRAZILIAN AIR FORCE,Lockheed C-28,No Data,24,20,4,24,20,4,0,0,Militar,Brazil
1954-07-23,08:45:00,CATHAY PACIFIC AIRWAYS,Douglas DC-4,10310,18,12,6,10,8,2,0,8,No militar,China
1954-08-08,15:40:00,ALASKA AIRLINES,Douglas DC-2,13977/25422,2,0,2,2,0,2,0,0,No militar,U.S.A.
1954-08-09,02:40:00,AVIANCA,Lockheed 749A-79 Constellation,2664,30,21,9,30,21,9,0,0,No militar,Portugal
1954-08-12,00:00:00,AUTREX,Douglas DC-3,No Data,3,0,3,3,0,3,0,0,No militar,Vietnam
1954-08-16,00:00:00,AIR VIETNAM (SOUTH VIETNAM),Bristol 170 Freighter 21E,12809,55,51,4,47,46,1,0,8,No militar,Laos
1954-08-22,17:03:00,BRANIFF AIRLINES,Douglas DC-3,4630,19,16,3,12,10,2,0,7,No militar,U.S.A.
1954-08-23,11:35:00,KLM ROYAL DUTCH AIRLINES,Douglas DC-6B,43556/257,21,12,9,21,12,9,0,0,No militar,Ocean
1954-08-26,10:50:00,AEROFLOT,Lisunov LI-2,6803,27,22,5,26,21,5,1,1,No militar,Russia
1954-08-27,22:11:00,MILITARY - U.S. AIR FORCE,Convair RB-36H,No Data,27,23,4,26,23,3,0,1,Militar,Ocean
1954-09-05,02:39:00,KLM ROYAL DUTCH AIRLINES,Lockheed 1049C-55-81 S Constellation,4509,56,46,10,28,25,3,0,28,No militar,Ireland
1954-09-12,20:08:00,CRUZEIRO,Douglas DC-3,19278,26,22,4,6,6,0,0,20,No militar,Brazil
1954-09-15,00:00:00,MISRAIR,Vickers 634 Viking,212,4,0,4,3,0,3,0,1,No militar,Egypt
1954-09-27,00:57:00,AEROFLOT,Ilyushin IL-12,30 086,29,24,5,29,24,5,0,0,No militar,Russia
1954-10-24,17:50:00,MILITARY - U.S. AIR FORCE,Douglas C-47A-DL,20510,21,18,3,21,18,3,0,0,Militar,Italy
1954-10-28,00:10:00,AEROFLOT,Ilyushin IL -12,93013206,16,13,3,16,13,3,0,0,No militar,Russia
1954-10-30,01:00:00,MILITARY - U.S. NAVY,Lockheed R7V-1,4108,42,21,21,42,21,21,0,0,Militar,U.S.A.
1954-10-31,15:10:00,TAA,Vickers 720 Viscount,44,8,0,8,3,0,3,0,5,No militar,Australia
1954-11-16,00:00:00,TAM (BRAZIL),Douglas DC-3,No Data,24,21,3,24,21,3,0,0,No militar,Peru
1954-11-30,11:15:00,NORTHEAST AIRLINES,Douglas DC-3,11745,7,3,4,2,0,2,0,5,No militar,U.S.A.
1954-12-04,00:00:00,AIR LAOS,Douglas DC-3,19211,29,25,4,29,25,4,0,0,No militar,Laos
1954-12-12,23:04:00,CESKOSLOVENSKÉ AEROLINIE,Douglas C-47A,12549,4,0,4,4,0,4,0,0,No militar,Slovakia
1954-12-18,14:00:00,LINEE AEREE ITALIANE,Douglas DC-6B,44418/487,32,22,10,26,16,10,0,6,No militar,U.S.A.
1954-12-18,00:00:00,LINEA AEROPOSTAL VENEZOLANA,Douglas C-47A,19292,2,0,2,2,0,2,0,0,No militar,Venezuela
1954-12-22,23:00:00,JOHNSON FLYING SERVICE,Douglas DC-3,20197,28,23,5,10,9,1,0,18,No militar,U.S.A.
1954-12-25,00:00:00,BRITISH OVERSEAS AIRWAYS,Boeing B377-10-28 Stratocruiser,15943,36,25,11,28,24,4,0,8,No militar,Ocean
1954-12-31,00:00:00,AEROFLOT,Ilyushin II-14,No Data,17,14,3,17,14,3,0,0,No militar,Russia
1955-01-01,00:00:00,MILITARY - US AIR FORCE,Douglas C47,No Data,12,-1,-1,12,-1,-1,0,0,Militar,U.S.A.
1955-01-11,21:00:00,MILITARY -ROYAL AIR FORCE,Avro Shackleton M-2 / Avro Shakleton M-2,No Data,18,-1,-1,18,-1,-1,0,0,Militar,Ireland
1955-01-12,09:05:00,TRANS WORLD AIRLINES / CASTLETON INC.,Martin 202A / DC-3,14081 / 4255,15,10,5,15,10,5,0,0,No militar,U.S.A.
1955-01-15,00:05:00,ONTARIO HYDRO,Grumman G-73 Mallard,No Data,5,3,2,1,1,0,0,4,No militar,Canada
1955-01-19,16:25:00,UNITED AIR LINES,Convair CV-340,180,39,36,3,0,0,0,0,39,No militar,U.S.A.
1955-01-31,00:00:00,INTERAMERICANA DE AVIACION,Consolidated PBY-5 Catalina,No Data,5,4,1,5,4,1,0,0,No militar,Colombia
1955-02-02,03:50:00,INDIAN AIRLINES,Douglas DC-3,13037,10,6,4,10,6,4,0,0,No militar,India
1955-02-05,10:04:00,WEST AFRICAN AIRWAYS,Bristol 170 Freighter 21E,12779,13,9,4,13,9,4,0,0,No militar,Nigeria
1955-02-13,19:53:00,SABENA,Douglas DC-6,43063/60,29,21,8,29,21,8,0,0,No militar,Italy
1955-02-19,07:31:00,TRANS WORLD AIRLINES,Martin 404,14120,16,13,3,16,13,3,0,0,No militar,U.S.A.
1955-02-23,09:20:00,CENTRAL AFRICAN AIRWAYS,Douglas DC-3,15109/26554,26,21,5,1,0,1,0,25,No militar,Zimbabwe
1955-02-26,15:50:00,DE HAVILLAND DOVE,de Havilland DH.104 Dove,04094,7,4,3,6,4,2,-1,1,No militar,Argentina
1955-03-06,00:00:00,REAL,Douglas DC-3,11699,21,18,3,5,4,1,0,16,No militar,Brazil
1955-03-07,00:00:00,PRIVATE,Lockheed 18 LodeStar,No Data,6,4,2,6,4,2,-1,0,No militar,Ocean
1955-03-08,13:40:00,MEXICANA,Douglas DC-3,3992,26,23,3,26,23,3,0,0,No militar,Mexico
1955-03-09,15:15:00,AVIANCA,Douglas C-47A,20224,8,5,3,8,5,3,0,0,No militar,Colombia
1955-03-20,22:36:00,AMERICAN AIRLINES,Convair CV-240-0,066,35,32,3,13,11,2,0,22,No militar,U.S.A.
1955-03-22,02:03:00,MILITARY - U.S. NAVY,Douglas R6D-1 (C-118B),43715,66,57,9,66,57,9,0,0,Militar,U.S.A.
1955-03-26,11:12:00,PAN AMERICAN WORLD AIRWAYS,Boeing 377 Stratocruiser 10-26,15932,23,15,8,4,2,2,0,19,No militar,U.S.A.
1955-04-02,00:00:00,AAXICO AIRLINES,Curtiss C-46A,30430,2,0,2,2,0,2,0,0,No militar,U.S.A.
1955-04-04,15:55:00,UNITED AIR LINES,Douglas DC-6,43001/32,3,0,3,3,0,3,0,0,No militar,U.S.A.
1955-04-11,17:30:00,AIR INDIA,Lockheed 749A Constellation,2666,19,11,8,19,11,8,0,0,No militar,Ocean
1955-04-18,00:00:00,UNION DES TRANSPORTES AERIENS,de Havilland DH-114 Heron 1B,14010,14,10,4,12,9,3,0,2,No militar,Ocean
1955-05-18,11:56:00,EAST AFRICAN AIRWAYS,Douglas DC-3,16820/33568,20,16,4,20,16,4,0,0,No militar,Kenya
1955-05-21,00:00:00,LINEA AEROPOSTAL VENEZOLANA,Douglas C-47-DL,4791,16,13,3,4,4,0,0,12,No militar,Venezuela
1955-05-26,14:27:00,ASSOCIATED AIRWAYS,Avro 685 York C-1,MW237,2,0,2,2,0,2,0,0,No militar,Canada
1955-06-03,00:00:00,UNION AÉROMARITIME DE TRANSPORT,Douglas C-54A,10292,3,0,3,3,0,3,0,0,No militar,Cameroon
1955-06-16,01:15:00,PANAIR DO BRASIL,Lockheed 049-46-21 Constellation,2032,24,14,10,16,9,7,0,8,No militar,Paraguay
1955-06-18,00:00:00,TIGRES VOLADORES,Curtiss C-46,No Data,39,36,3,18,18,0,0,21,No militar,Mexico
1955-07-14,15:45:00,LINEAS AREAS UNIDAS,Douglas DC-2-243,2088,22,19,3,22,19,3,0,0,No militar,Mexico
1955-07-17,06:24:00,BRANIFF AIRLINES,Convair CV-340-32,071,43,40,3,22,20,2,0,21,No militar,U.S.A.
1955-07-27,07:38:00,EL AL,Lockheed 049 Constellation,1968,58,51,7,58,51,7,0,0,No militar,Bulgaria
1955-08-04,12:23:00,AMERICAN AIRLINES,Convair CV-240-0,040,30,27,3,30,27,3,0,0,No militar,U.S.A.
1955-08-05,15:18:00,AEROFLOT,Aeroflot,4340408,25,20,5,25,20,5,0,0,No militar,Russia
1955-08-11,14:20:00,MILITARY - U.S. AIR FORCE / MILITARY - U.S. AIR FORCE,Fairchild C119G / Fairchild C119G,11258,67,57,10,67,57,10,0,0,Militar,Ocean
1955-08-26,08:00:00,CRUZEIRO,Douglas DC-3,11692,13,9,4,13,9,4,0,0,No militar,Brazil
1955-08-30,00:00:00,KALINGA AIRLINES,Douglas C-47A,13285,3,0,3,2,0,2,0,1,No militar,Nepal
1955-09-02,00:00:00,UNION OF BURMA AIRWAYS,Douglas DC-3,12579,12,9,3,12,9,3,0,0,No militar,Myanmar
1955-09-08,07:57:00,CURREY AIR TRANSPORT,Douglas DC-3,6257,33,30,3,2,0,2,1,31,No militar,U.S.A.
1955-09-10,00:00:00,SOCIETE FRANCE HYDRO,Latecoere 631 (flying boat),8,16,8,8,16,8,8,0,0,No militar,Cameroon
1955-09-17,00:50:00,PACIFIC WESTERN AIRLINES,Bristol 170 Freighter 31,12831,6,4,2,2,1,1,0,4,No militar,Canada
1955-09-22,00:23:00,BRITISH OVERSEAS AIRWAYS,Canadair C-4 Argonaut,158,47,40,7,15,13,2,0,32,No militar,Libya
1955-09-24,20:48:00,FLYING TIGER LINE,Douglas C-54A,10410,5,0,5,3,0,3,0,2,No militar,Ocean
1955-09-29,13:10:00,ASSOCIATED AIRWAYS,Avro 685 York C-1,No Data,2,0,2,1,0,1,0,1,No militar,Canada
1955-10-02,00:00:00,FAUCETT,Douglas C54A,10277,35,31,4,19,15,4,0,16,No militar,Peru
1955-10-06,07:26:00,UNITED AIR LINES,Douglas DC-4,18389,66,63,3,66,63,3,0,0,No militar,U.S.A.
1955-10-10,15:40:00,JAT YUGOSLAV AIRLINES,Convair CV-340-58,178,29,25,4,7,6,1,0,22,No militar,Austria
1955-11-01,19:03:00,UNITED AIR LINES,Douglas DC-6B,43538,44,39,5,44,39,5,0,0,No militar,U.S.A.
1955-11-17,00:00:00,MILITARY - U.S. AIR FORCE,Douglas MC-54M,27294,14,10,4,14,10,4,0,0,Militar,U.S.A.
1955-11-17,23:59:00,PENINSULAR,Douglas C-54,3123,74,70,4,28,27,1,0,46,No militar,Ocean
